,Yelp URL,Rating,Date,Review Text,Name
6026,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,4,9/4/2009,"The GF and I stayed at the Venetian in August for our anniversary and our elevators were right in front of the Bouchon Bakery! We decided to get a treat each day we were there. On Sunday we decided to try the Red Velvet cupcake and it was really good! I thought for the price ($3.50) and the size of the cupcake it was a pretty good value. The frosting was really good, and I liked how there was a glob of frosting in the middle of the cupcake as well. If you are a frosting whore like me, you'll love it! On Monday we decided to try the Fruit Tart, this was actually my favorite, but I am a huge Fruit Tart fan. It was topped with kiwis, strawberries, blueberries, peaches, and a fig! The fig was pretty tasty and unique. The custard was quite delicious and went well with the tasty crust. I have to admit I ate most of this one, sorry sweetie! On Tuesday we had the Dark Chocolate Cupcake, this one was my GFs favorite, she loves dark chocolate so this one was all her. I thought it was good but I like milk chocolate better than the dark. This cupcake also had the glob of dark chocolate frosting in the middle of the cake. So overall they were all good, I rank it Fruit Tart, Red Velvet,and Dark Chocolate. One funny note, my GF and I were thrown off my their plastic ""silverware"", the plastic forks/spoons/knives are silver and for a second we thought it was the real deal! If you have a sweet tooth, this is a must stop!",bouchon-bakery-las-vegas-10
2112,https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,5,9/30/2021,Amazing ice cream and please expect a wait as you would at any other incredible small business that is very popular. The selection is vast and the staff is super friendly. I personally love the black cherry and the blueberry cheesecake chunk. As a dessert junkie I keep going back and am grateful for this place.,handels-homemade-ice-cream-and-yogurt-las-vegas-3
13302,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,2,9/30/2021,"Staying at the Cosmopolitan in Vegas we stopped by for a treat. The staff was very helpful and kind, that's why I'm giving it a two. The funnel cake flavored soft serve was just horrible. It went in the trash after the 2nd taste. The three little cake balls we like someone rolled up some cake into a ball and iced it. Clearly the cake items were made elsewhere as they were presented in sealed plastic. I was really expecting more from this place. But it just didn't deliver or compare to the level of the other restaurants we ate in the Cosmopolitan.",milk-bar-las-vegas-las-vegas-3
9827,https://www.yelp.com/biz/85-c-bakery-cafe-las-vegas-2,3,9/30/2020,"Didn't even get to buy anything because the whole damn store was sold out. Also, they really need to fix their sewage problem because as soon as I opened the door to enter I was hit with the smell of rotting flesh and a baby's 200 year old dirty diaper. VERY unappetizing.",85-c-bakery-cafe-las-vegas-2
10939,https://www.yelp.com/biz/jenis-splendid-ice-creams-charlotte-2,5,9/30/2020,"Trendy, delicious, friendly, & unique. That's it. That's the review. Seriously. The hype is real when it comes to Jeni's. Love the South End vibe & wanted ice cream after lunch & of course Jeni's is the place to be. It's usually packed but went around 3ish on a Monday and it wasn't busy as it usually is. I strolled in, no tasting of flavors no sitting inside, but you can ask the friendly worker what flavors they recommend. I went with Brambleberry, Ooey Gooey butter cake, & Almond brittle. If I didn't have lunch I would've gotten more flavors to be honest. Lol. The flavors she offers are unique and delicious. I have nothing negative to say about this place. I always want to buy her ice cream in the store, but it's so expensive, but I guess you gotta pay for quality! I recommend you try Jeni's either in store or at one of her many locations.",jenis-splendid-ice-creams-charlotte-2
10926,https://www.yelp.com/biz/jenis-splendid-ice-creams-charlotte-2,5,9/30/2020,My experience was awesome I just wasn't used to the different flavors they offered. But if you're into not so conventional flavors this place is perfect!,jenis-splendid-ice-creams-charlotte-2
16357,https://www.yelp.com/biz/donut-bar-las-vegas,5,9/30/2020,An amazing place. The employees are extremely friendly and personable. They made my and my daughters visit wonderful. My daughter has food allergies and they went beyond my expectations to verify the ingredients and help us make the right choice. The donuts were great and fun and we went during their happy hour which was a plus! We will definitely be back. Wonderful business and the hiring manager is right on when picking valuable people to represent the business.,donut-bar-las-vegas
187,https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,5,9/30/2020,Rewind is amazing! I had the green tea soft serve and the pink drink with crystal boba. Both were very tasty and I'd definitely recommend.,rewind-ice-cream-boba-tea-chandler-3
11838,https://www.yelp.com/biz/prestis-bakery-cleveland,3,9/30/2019,"We visited Presti's while visiting Cleveland for personal business. The place was busy but efficient and it was very clean. The cannolis were delicious and all pastries looks appetizing. The reason for the average rating was the service, which was horrible. The individual that waited on us acted like it was a bother for us to be there. His demeanor was so dismissive. We are tourist so maybe our expectations were too high but usually when you are offing people money for food, they act somewhat nice. Not here. Good food isn't enough for us to return to Presti's because I'm sure we can find great cannolis with good service in the Italian portion of Cleveland.",prestis-bakery-cleveland
16712,https://www.yelp.com/biz/donut-bar-las-vegas,5,9/30/2019,My favorite Donut place in Vegas! You gotta get em quick though because the run out so quick in the morning... because they're like crack and so fricken good! They have a variety of flavors and different seasons donuts. Get yourself some addicting DONUTS! The French toast donut is my fav!,donut-bar-las-vegas
16716,https://www.yelp.com/biz/donut-bar-las-vegas,5,9/30/2019,"I used yelp to place an order the night before, and the experience was great! I walked in, skipped the line, picked up my order, and walked out in less than 30 seconds. This place makes an exceptional apple fritter, and the creme brÃ»lÃ©e donut is a little piece of heaven with crystalized sugar on top. We come here on every visit to Las Vegas.",donut-bar-las-vegas
2374,https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,5,9/30/2019,My kids and I have been well over 50 times to Handel's for their 2.50 Tuesday special! The staff is always so friendly and always allow my indecisive son some advice for his flavor choice. The ice cream is delicious and the service is great! Well worth the line for their special Tuesday deal!,handels-homemade-ice-cream-and-yogurt-las-vegas-3
17871,https://www.yelp.com/biz/ninety-s-milkshake-bar-charlotte,5,9/30/2019,"On a evening stroll with the family and friends and decided to get ice cream. I am so glad we picked ninety's. Although there was a line out the door, the service was really quick. I order birthday cake in a cup and it was amazing. Best ice cream I have had in a while. I was really pleased with the service the staff offered as my friend's 3 yr old child decided she didn't like the cookies and cream but would prefer rainbow ice cream,the team member offered to swap it out. Excellent service guys. You rock!",ninety-s-milkshake-bar-charlotte
18354,https://www.yelp.com/biz/pages-pittsburgh,4,9/30/2019,"I had heard about this soft serve ice cream place as a Southside staple awhile ago, so when I found myself driving by I decided to check it out. Parking is limited and we waited about 10 minutes in line. I could have used another 10 minutes to decide what I wanted to order! There are sooooo many options. I ordered an Arctic Swirl with vanilla ice cream and locally made chocolate chip cookies from Nancy B mixed it. My friend got a soft serve mint chocolate chip cone. The prices were average. It's really the selection of choices that left the greatest impression. There is something for everyone with classic choices to one of a kind choices (Belgium waffles pieces anyone?) I can see why this place is still going strong a half of century later. p.s. I didn't take a photo because the photo just didn't do the dessert justice.",pages-pittsburgh
