Scientific_Name,Plant_Name,Coverage,Bamboo,Bulb,Grass,Groundcover,Perennial,Palm,Shrub,Succulent,Tree,Vine,Native,Genetic_Concerns,Potentially_Invasive
"Carissa Macrocarpa","Natal Plum",28,No,No,No,Yes,No,No,No,No,No,No,No,No,No
"Carissa Spp.","Natal Plum",0,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Carpobrotus Spp.","Ice Plant (Carpobrotus)",2,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
"Carya Illinoensis",Pecan,500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Caryopteris Incana","Common Bluebeard",13,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Cassia Leptophylla","Gold Medallion Tree",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Castanopsis Cuspidata","Copper False Chestnut",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Castanospermum Australe","Moreton Bay Chestnut",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Catalpa Bungei","Umbrella Catalpa",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Catalpa Speciosa","Western Catalpa",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Ceanothus 'Antonette'","Antonette California Lilac",28,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Blue Cloud'","Blue Cloud Ceanothus",78,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Blue Jeans'","Wild Lilac",28,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Blue Mound'","Blue Mound' Wild Lilac",28,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Blue Ray'","Blue Ray Ceanothus",177,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Celestial Blue'",Ceanothus,64,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Centennial'","Wild Lilac",28,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Concha'","Wild Lilac",50,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Dark Star'","Wild Lilac",28,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Diamond Heights'","Variegated Carmel Creeper",28,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Ebbet's Field'","Dwarf Wild Lilac",13,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Far Horizons'","Far Horizons' Wild Lilac",50,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Frosty Blue'","Wild Lilac",50,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Gerda Isenberg'","Wild Lilac",113,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Gloire De Versailles'","Gloire De Versailles Ceanothus",50,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Joan Mirov'","Wild Lilac",79,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Julia Phelps'","Wild Lilac",50,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Midnight Magic'",Blueblossom,24,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Remote Blue'","Bush Lilac",16,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'sierra Blue'","Wild Lilac",113,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'starbright'",Blueblossom,40,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'sunbird'",Blueblossom,78,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Tassajara Blue'","Tassajara Blue Ceanothus",113,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Tilden Park'","California Ceanothus",28,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Tuxedo'","Tuxedo Wild Lilac",50,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus 'Wheeler Canyon'","Wild Lilac",50,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Arboreus 'Cliff Schmidt'","Feltleaf Ceanothus",254,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Arboreus 'Powder Blue'","Compact Feltleaf Ceanothus",79,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Arboreus X 'Owlswood Blue'","Owlswood Blue Island Mountain Lilac",40,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Cordulatus","Mountain Whitethorn",28,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Cuneatus",Buckbrush,50,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Cuneatus Rigidus 'snowball'","Wild Lilac",13,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Dentatus 'Bluette'","Cropleaf Ceanothus",16,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Foliosus 'Berryhill'","Wavyleaf Ceanothus",16,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Gloriosus","Point Reyes Ceanothus",28,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Gloriosus 'Anchor Bay'","Point Reyes Ceanothus",28,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Gloriosus 'Heart's Desire'","Glory Mat",28,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Gloriosus Exaltatus 'Emily Brown'","Point Reyes Ceanothus",50,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Gloriosus Porrectus","California Lilac",16,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Gloriosus Porrectus Mount Vision'","Mt. Vision California Lilac",16,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Griseus 'Kurt Zadnik'","Carmel Ceanothus",50,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Griseus 'Point Sal'","Point Sal Wild Lilac",13,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Griseus 'Ray Hartman'","Wild Lilac",177,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Griseus Horizontalis 'Yankee Point'","Carmel Creeper",79,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Griseus Var 'Fit02'","Tuxedo Ceanothus",50,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Hearstiorum","Hearst Ceanothus",28,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No
"Ceanothus Impressus 'Mesa Lilac'","California Lilac",50,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Impressus 'Puget Blue'","Puget Blue' Wild Lilac",79,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Impressus 'Vandenberg'","Santa Barbara Ceanothus",20,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Maritimus 'Frosty Dawn'","Maritime Ceanothus",13,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Maritimus 'Point Sierra'","Maritime Ceanothus",13,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Maritimus 'Popcorn'","Maritime Ceanothus",13,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Maritimus 'Valley Violet'","Maritime Ceanothus",13,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Oliganthus Sorediatus","Jim Brush",50,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Rigidus 'sapphire'","Sapphire Ceanothus",20,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Rigidus 'snowball'","Snowball Ceanothus",7,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Spp. And Cultivars","California Lilac",0,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Thyrsiflorus","Wild Lilac",177,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Thyrsiflorus 'Arroyo De La Cruz'",Blueblossom,78,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Thyrsiflorus 'Bixby Bridge'",Blueblossom,50,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Thyrsiflorus 'Oregon Mist'",Blueblossom,95,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Thyrsiflorus 'skylark'","Wild Lilac",20,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Thyrsiflorus 'snow Flurry'","Wild Lilac",113,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Thyrsiflorus 'sprig Lake'",Blueblossom,78,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Thyrsiflorus 'Victoria'","Victoria California Lilac",95,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Thyrsiflorus Repens","Prostrate Blueblossom",28,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Thyrsiflorus Var. Griseus 'Carmel Creepe","Carmel Creeper Ceanothus",177,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Thyrsiflorus Var. Griseus 'Kurt Zadnik'",Ceanothus,95,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus Thyrsiflorus Var. Griseus 'Yankee Point'","Yankee Point Ceanothus",95,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Ceanothus X 'Blue Sapphire'","Blue Sapphire Ceanothus",20,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
"Ceanothus X Pallidus 'Minmari'","Marie Bleu New Jersey Tea",7,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
"Cedrus Deodara","Deodar Cedar",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Cedrus Libani","Cedar Of Lebanon",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Ceiba Speciosa (Chorisia Speciosa)","Floss Silk Tree",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Centaurea Cineraria","Dusty Miller",1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Centaurea Gymnocarpa","Velvet Centaurea",28,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Centaurea Montana","Perennial Cornflower",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Cephalocereus Spp.","Old Man Cactus",1,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Cephalophyllum Spp.","Ice Plant (Cephalophyllum)",2,No,No,No,Yes,No,No,No,No,No,No,No,No,No
"Ceratonia Siliqua",Carob,500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Ceratostigma Abyssinicum","African Plumbago",3,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Ceratostigma Griffithii","Burmese Plumbago",7,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Ceratostigma Plumbaginoides","Dwarf Plumbago",7,No,No,No,Yes,No,No,No,No,No,No,No,No,No
"Cercis Mexicana","Mexican Redbud",133,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Cercis Occidentalis","Western Redbud (Shrub Form Only)",79,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
"Cercis Reniformis","Southwest Redbud",254,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Cercocarpus Betuloides","Mountain Ironwood",57,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Cercocarpus Ledifolius","Curl-Leaf Mountain Mahogany",50,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Cercocarpus Montanus","Mountain Mahogany",28,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
"Cereus Hildmannianus","Night Blooming Cereus",177,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
"Cereus Peruvianus","Peruvian Apple Cactus",57,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
"Chaenomeles 'Kurokoji'","Kurokoji Flowering Quince",10,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles 'Minerva'","Minerva Flowering Quince",5,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles 'Pink Beauty'","Pink Beauty Flowering Quince",38,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles 'Pink Lady'","Pink Lady Flowering Quince",13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles Cvs.","Flowering Quince",0,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles Japonica","Flowering Quince",28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles Japonica 'Cameo'","Cameo Japanese Flowering Quince",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles Japonica 'Clarke's White'","Clarke's White Flowering Quince",13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles Japonica 'Contorta Orange'","Contorted Orange Flowering Quince",5,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles Japonica 'Contorta'","Contorted Flowering Quince",5,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles Japonica 'Hime'","Hime Flowering Quince",38,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles Japonica 'Moned'","Super Reds¿ Flowering Quince",38,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles Japonica 'Orange Delight'","Orange Delight Flowering Quince",10,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles Japonica 'super Red'","Super Red Flowering Quince",38,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles Japonica 'Texas Scarlet'","Texas Scarlet Flowering Quince",13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles Japonica 'Toyo-Nishiki'","Toyo-Nishiki Flowering Quince",38,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles Speciosa 'Orange Storm'","Double Takes¬ Orange Storm Flowering Quince",10,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles Speciosa 'Pink Storm'","Double Takes¬ Pink Storm Flowering Quince",10,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles Speciosa 'scarlet Storm'","Double Takes¬ Scarlet Storm Flowering Quince",28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chaenomeles X Superba 'Jet Trail'","Jet Trail Flowering Quince",10,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chamaemelum Nobile",Chamomile,50,No,No,No,Yes,No,No,No,No,No,No,No,No,No
"Chamaerops Humilis","Mediterranean Fan Palm",177,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
"Chamelaucium 'Eric John'","Hybrid  Waxflower",7,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chamelaucium 'Lady Stephanie'","Geraldon Waxflower",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chamelaucium 'Matilda'","Matilda Bicolored Wax Flower",10,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chamelaucium 'My Sweet Sixteen'","Bicolored Waxflower",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chamelaucium 'stirling Range'","Stirling Range Waxflower",2,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chamelaucium Ciliatum 'scaddan'","Scaddan Waxflower",10,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chamelaucium Cvs.","Wax Flower",0,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chamelaucium Uncinatum","Geraldton Wax Flower",38,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chamelaucium Uncinatum 'Dancing Queen'","Double Pink Waxflower",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chamelaucium Uncinatum 'Escondido Rose'","Geraldton Waxflower",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chamelaucium Uncinatum 'Purple Pride'","Geraldton Waxflower",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chamelaucium Uncinatum 'White'","White Geraldton Waxflower",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chamelaucium X 'Jasper'","Jasper Star Waxflower",10,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chamelaucium X 'southern Stars'","Southern Star Waxflower",10,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chasmanthe Aethiopica",Chasmanthe,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"Chasmanthium Latifolium","Sea Oats",3,No,No,Yes,No,No,No,No,No,No,No,No,No,No
"Cheilanthes Argentea","Silver Cloak Fern",1,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
"Cheilanthes Covillei","Coville's Lip Fern",1,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
"Chilopsis Linearis","Desert Willow",177,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Chimonobambusa Marmorea","Marbled Bamboo (Arundinarea)",44,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Chimonobambusa Quadrangularis","Square-Stemmed Bamboo",33,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes
"Chiranthodendron Pentadactylon","Monkey''s Hand Tree",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Chlorogalum Pomeridianum","Soap Plant",3,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
"Chlorophytum Comosum","Spider Plant",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Choisya Dumosa Var. Arizonica","Arizona Mock Orange",7,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Chondropetalum Elephantinum","Large Cape Rush",20,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Chondropetalum Tectorum","Cape Reed",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Chrysolepis Chrysophylla",Chinquapin,133,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Cirsium Occidentale","Venus Thistle",2,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
"Cissus Antarctica","Kangaroo Treebine",79,No,No,No,No,No,No,No,No,No,Yes,No,No,No
"Cistus 'Blanche '","Blanche Rockrose",16,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus 'Doris Hibberson'","Doris Hibberson Rockrose",10,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus 'Gold Prize'","Gold Prize Rockrose",13,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
"Cistus 'Gordon Cooper'","Gordon Cooper Rockrose",28,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
"Cistus 'Grayswood Pink'","Grayswood Pink Rock Rose",13,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus 'Jessamy Beauty'","Jessamy Beauty Rockrose",24,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus 'Little Miss Sunshine'","Little Miss Sunshine Rockrose",1,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
"Cistus 'Mcguire's Gold'","Mcguire's Gold Rockrose",5,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
"Cistus 'Victor Reiter'","Victor Reiter Rockrose",7,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus Bornetianus 'Jester'","Jester Rockrose",10,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus Cobariensis 'second Honeymoon'","Second Honeymoon Rockrose",16,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus Cyprius 'Troubadour'","Troubadour Rockrose",13,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus Hybridus 'Mickie'","Mickie White Rockrose",7,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus Incanus","Pink Rockrose, Hairy Rockrose",13,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus Incanus 'Lasca Select'","Lasca Select Hairy Rockrose",33,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus Ladanifer","Crimson-Spot Rockrose",16,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus Ladanifer 'Bashful'","Dwarf Rockrose",2,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus Ladanifer 'Blanche'","White Rockrose",16,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus Ladanifer 'Paladin'","Paladin Rockrose",13,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus Ladanifer Maculatus","Crimson Spot Rockrose",20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus Salvifolius","Sageleaf Rockrose",5,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus Salviifolius 'Prostratus'","Sageleaf Rockrose",20,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
"Cistus Skanbergii","Pink Rockrose",20,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
"Cistus Spp.",Rockrose,0,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
"Cistus X 'Bennett's White'","Bennett's White Rock Rose",20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus X Aguilarii 'Maculatus'","Spotted White Rock Rose",20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus X Canescens","Rock Rose",13,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus X Crispatus 'Warley Rose'","Warley Rose Rock Rose",13,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
"Cistus X Cyprius Var. Ellipticus F. Bicolor","Bicolor Rock Rose",24,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus X Hybridus","White Rockrose",16,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus X Hybridus 'second Honeymoon'","Second Honeymoon Rockrose",13,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus X Pulverulentus 'sunset'","Magenta Rockrose",38,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
"Cistus X Purpureus","Orchid Rockrose",20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Cistus X Skanbergii","Pink Rockrose",5,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Clematis Lasiantha","Pipestem Clematis",28,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
"Clematis Viticella","Italian Clematis",38,No,No,No,No,No,No,No,No,No,Yes,No,No,No
"Cleome Isomeris","Bladder Pod",20,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Clerodendrum Bungei","Cashmere Bouquet",16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Clianthus Puniceus","Parrot's Beak",113,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Clinopodium Chandleri","San Miguel Savory",13,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
"Clinopodium Douglasii","Yerba Buena",16,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
"Cneorum Tricoccon",Spurge-Olive,7,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Colchicum Agrippinum","Autumn Crocus",0.25,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"Colletia Paradoxa","Anchor Plant",123,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Comarostaphylis Diversifolia","Summer Holly",64,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No
"Comarostaphylis Diversifolia (Arctostaphylos Diversifolia)","Summer Holly",38,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No
"Commelina Dianthifolia",Dayflower,3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Constancea Nevinii","Island Snowflake",16,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Convolvulus Cneorum","Bush Morning Glory",7,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Convolvulus Mauritanicus","Ground Morning Glory",3,No,No,No,Yes,No,No,No,No,No,No,No,No,No
"Convolvulus Sabatius","Ground Morning Glory",7,No,No,No,Yes,No,No,No,No,No,No,No,No,No
"Coprosma Petriei 'Verde Vista'","Verde Vista Coprosma",38,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
"Coprosma X Kirkii","Creeping Coprosma",20,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
"Cordyline Australis","New Zealand Cabbage Tree",50,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Cordyline Indivisa","Blue Dracaena Palm",64,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Coreopsis Auriculata'Nana'","Dwarf Coreopsis",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Coreopsis Lanceolata",Coreopsis,2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Coreopsis Maritima","Sea Dahlia",2,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Coreopsis Rosea","Pink Tickseed",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Coreopsis Verticilata","Threadleaf Coreopsis",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Correa 'Dusky Bells'",Monkeyflower,5,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
"Correa 'Ivory Bells'","White Australian Fuchsia",16,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Correa 'Mission Bells'","Mission Bells Australian Fuchsia",38,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Correa 'Pink Flamingo'","Pink Flamingo Australian Fuchsia",5,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Correa 'Ray's Tangerine'","Tangerine Australian Fuchsia",5,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Correa 'sister Dawn'","Sister Dawn Australian Fuchsia",10,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Correa 'Wyn's Wonder'","Variegated Australian Fuchsia",16,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Correa Alba Var. Pannosa 'Western Pink Star'","Australian Fuchsia",20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Correa Backhouseana","Backhouse Australian Fuchsia",16,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Correa Baeuerlenii 'Lemon Cap'","Chef's Cap Australian Fuchsia",20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Correa Glabra 'Coliban River'","Coliban River Rock Fuchsia",5,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Correa Lawrenceana 'Eiffel Tower'","Mountain Correa",2,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Correa Pulchella","Pink Australian Fuchsia",16,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Correa Pulchella 'Pink Eyre'","Pink Australian Fuchsia",5,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Correa Pulchella 'Pink Flamingo'","Australian Fuchsia",5,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
